"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","description","chromosome_name","start_position","end_position","strand","gene_biotype"
"210","Gm13561",8.17900952286928,4.24251334582729,1.3247312121302,3.20254652942406,0.00136218292642035,0.0169012012310194,"ENSMUSG00000087518","predicted gene 13561 [Source:MGI Symbol;Acc:MGI:3651674]","2",62357071,62470913,1,"antisense"
"211","9830144P21Rik",265.626333127954,-1.58117270007189,0.407301887119773,-3.88206573569576,0.000103572868686571,0.00239356899534666,"ENSMUSG00000087528","RIKEN cDNA 9830144P21 gene [Source:MGI Symbol;Acc:MGI:3041171]","2",129205958,129230579,-1,"processed_transcript"
"212","Zmiz1os1",910.874430427079,0.870003329119961,0.182285179361793,4.77275954175743,1.8171870267833e-06,8.99579211012374e-05,"ENSMUSG00000087535","Zmiz1 opposite strand 1 [Source:MGI Symbol;Acc:MGI:3041228]","14",25257523,25461128,-1,"antisense"
"213","Gm11571",2.32026590623865,-5.04112928821058,2.06051028018325,-2.44654410933696,0.0144233147499207,0.086802813507986,"ENSMUSG00000087581","predicted gene 11571 [Source:MGI Symbol;Acc:MGI:3650087]","11",100052286,100085983,1,"antisense"
"214","A230005M16Rik",243.30530330391,2.05913336849343,0.389731036479084,5.28347289735016,1.26757624080998e-07,9.15427716409958e-06,"ENSMUSG00000087612","RIKEN cDNA A230005M16 gene [Source:MGI Symbol;Acc:MGI:3603401]","2",25705850,25709716,-1,"antisense"
"215","Gm14455",52.4065344219358,-2.32380833797288,0.905803367384515,-2.56546665826914,0.0103037123506529,0.0691039957400036,"ENSMUSG00000087633","predicted gene 14455 [Source:MGI Symbol;Acc:MGI:3711286]","2",172425804,172440560,-1,"antisense"
"216","Gm12256",39.0467968835985,1.26743851877144,0.457410634832245,2.77089866796883,0.00559018206566735,0.045649861320697,"ENSMUSG00000087654","predicted gene 12256 [Source:MGI Symbol;Acc:MGI:3649604]","11",58889710,58891548,1,"antisense"
"217","4930447M23Rik",4.12755569227721,-3.46607541952207,1.40875622812739,-2.46037983741829,0.0138790039690314,0.0844062583485042,"ENSMUSG00000087674","RIKEN cDNA 4930447M23 gene [Source:MGI Symbol;Acc:MGI:1918902]","2",19344317,19351050,1,"lincRNA"
"218","Cd55os",42.089397165462,1.82144841588098,0.579984654483376,3.1405113942255,0.00168653146806658,0.0193680259877155,"ENSMUSG00000087691","CD55 molecule, opposite strand sequence [Source:MGI Symbol;Acc:MGI:3783116]","1",130422824,130437914,1,"antisense"
"219","Gm13031",94.3818998577765,5.13229724771358,0.649227382023032,7.90523842620598,2.6742125117686e-15,1.03001751911621e-12,"ENSMUSG00000087698","predicted gene 13031 [Source:MGI Symbol;Acc:MGI:3702680]","4",140947666,140957902,-1,"antisense"
"220","Gm15283",1201.74948190276,1.43691113732258,0.206484655299483,6.95892455174698,3.4288006900374e-12,7.92395839467642e-10,"ENSMUSG00000087700","predicted gene 15283 [Source:MGI Symbol;Acc:MGI:3705161]","12",73843039,73949814,-1,"antisense"
"221","Gm15650",109.653430226948,-2.33833928599954,0.812372863982645,-2.87840644323822,0.00399689814936941,0.0360813735280965,"ENSMUSG00000087703","predicted gene 15650 [Source:MGI Symbol;Acc:MGI:3783094]","5",35722555,35724485,1,"antisense"
"222","Gm16559",35.8011334286316,3.26578081645004,0.660605808999254,4.94361504540407,7.6687060434784e-07,4.54419991448169e-05,"ENSMUSG00000089635","predicted gene 16559 [Source:MGI Symbol;Acc:MGI:4414979]","3",138281408,138307022,-1,"antisense"
"223","Gm16262",15.4743702596674,-3.97749471818557,1.4947201688984,-2.66102967026728,0.00779020921018078,0.0567923453776901,"ENSMUSG00000089709","predicted gene 16262 [Source:MGI Symbol;Acc:MGI:3826533]","9",94695704,94702319,-1,"antisense"
"224","Gm15810",3.42083170177898,6.04418479776888,2.01269241663932,3.00303451625316,0.00267302113073544,0.0268580514483896,"ENSMUSG00000089710","predicted gene 15810 [Source:MGI Symbol;Acc:MGI:3802042]","13",42782692,42788258,-1,"antisense"
"225","Gm16337",17.4212331607847,-4.34695165339025,1.28163134208775,-3.39173326263165,0.000694520169338492,0.0100314756958828,"ENSMUSG00000089794","predicted gene 16337 [Source:MGI Symbol;Acc:MGI:3840131]","3",9757607,9786142,1,"lincRNA"
"226","Gm16536",72.2333243502065,1.21765976769967,0.393992299095515,3.09056743112758,0.00199774437636831,0.0214232450100529,"ENSMUSG00000089810","predicted gene 16536 [Source:MGI Symbol;Acc:MGI:4414956]","9",45856769,45858357,-1,"antisense"
"227","Efhd1os",29.1454651005978,3.137507955907,1.23211304652267,2.54644487757177,0.0108826397440593,0.0715468215861047,"ENSMUSG00000089821","EF hand domain containing 1, opposite strand [Source:MGI Symbol;Acc:MGI:4413444]","1",87264481,87265174,-1,"antisense"
"228","Gm16567",375.490759709781,6.1146972010662,0.613111868435459,9.97321617125063,1.99656753911353e-23,1.53802252763045e-20,"ENSMUSG00000089961","predicted gene 16567 [Source:MGI Symbol;Acc:MGI:4414987]","6",124530911,124542310,1,"antisense"
"229","Gm16282",41.4028563282934,-3.20881633800902,1.01953021386376,-3.147347959261,0.00164758766190476,0.0192619649793365,"ENSMUSG00000090009","predicted gene 16282 [Source:MGI Symbol;Acc:MGI:3826590]","7",29138440,29140312,-1,"antisense"
"230","Gm15894",19.2019611683333,-3.11513835135266,0.871543670204793,-3.57427683528545,0.000351197203032506,0.00610238147524903,"ENSMUSG00000090039","predicted gene 15894 [Source:MGI Symbol;Acc:MGI:3801859]","8",110754992,110758970,1,"antisense"
"231","Gm15629",1081.72862768992,-2.47169113485015,0.374621219496022,-6.59784071541733,4.17189125775169e-11,8.03436724722014e-09,"ENSMUSG00000090054","predicted gene 15629 [Source:MGI Symbol;Acc:MGI:3783073]","14",75197073,75199271,-1,"antisense"
"232","Gm16541",230.00996874017,0.836151133444014,0.166492260089188,5.02216218937802,5.10930089205749e-07,3.10726167409075e-05,"ENSMUSG00000090117","predicted gene 16541 [Source:MGI Symbol;Acc:MGI:4414961]","19",42536850,42563108,-1,"antisense"
"233","Gm10612",49.9407450677739,-3.3484352663074,0.942476871771255,-3.55280364600828,0.000381148849490286,0.00652470363831149,"ENSMUSG00000090174","predicted gene 10612 [Source:MGI Symbol;Acc:MGI:3708796]","8",122697860,122700160,1,"antisense"
"234","4930524O07Rik",1458.62491336166,-0.731215053362637,0.233946094459665,-3.12557067922631,0.00177460419267556,0.0199583643075933,"ENSMUSG00000090207","RIKEN cDNA 4930524O07 gene [Source:MGI Symbol;Acc:MGI:1915514]","9",106891547,106895182,1,"antisense"
"235","Gm15851",202.530883101529,4.32977189509856,0.54374692618187,7.96284390148508,1.6812951144917e-15,7.77094601918065e-13,"ENSMUSG00000090208","predicted gene 15851 [Source:MGI Symbol;Acc:MGI:3801734]","1",133906531,133914822,1,"antisense"
"236","Gm15657",5.53342325935002,4.1567648016659,1.2401100081505,3.35193230789687,0.000802496380013602,0.0109737818592393,"ENSMUSG00000090214","predicted gene 15657 [Source:MGI Symbol;Acc:MGI:3783100]","16",33770430,33796874,-1,"antisense"
"237","Gm16315",40.5366658136026,-1.90413610149488,0.73158042023255,-2.60277072599838,0.00924737723743128,0.0639840981907296,"ENSMUSG00000090230","predicted gene 16315 [Source:MGI Symbol;Acc:MGI:3826564]","10",81301701,81302917,-1,"antisense"
"238","Gm4524",80.9092771027308,-3.56780054770929,0.944378710571135,-3.77793411453714,0.000158134698602891,0.00335274576579156,"ENSMUSG00000090257","predicted gene 4524 [Source:MGI Symbol;Acc:MGI:3782709]","16",25956475,25960342,1,"antisense"
"239","D730045A05Rik",11.792532992494,-7.813668457512,1.23692683009106,-6.31700135159714,2.66687251121543e-10,3.85196398338678e-08,"ENSMUSG00000090263","RIKEN cDNA D730045A05 gene [Source:MGI Symbol;Acc:MGI:1925105]","18",74017907,74020088,1,"lincRNA"
"240","A430057M04Rik",94.9299620517783,-1.33836977187899,0.394153458785953,-3.39555506122249,0.000684895965824393,0.0099546828743407,"ENSMUSG00000090564","RIKEN cDNA A430057M04 gene [Source:MGI Symbol;Acc:MGI:2442125]","14",21847578,21856931,1,"antisense"
"241","Gm17041",447.201444626446,-1.60029127541425,0.437554876891853,-3.65734987753269,0.000254836422122464,0.00481706631502485,"ENSMUSG00000090570","predicted gene 17041 [Source:MGI Symbol;Acc:MGI:4937868]","9",107300380,107301838,-1,"antisense"
"242","Gm17196",51.4948266923627,3.90530657984445,0.81579434329378,4.78712142582005,1.69190477495624e-06,8.88634530664519e-05,"ENSMUSG00000090708","predicted gene 17196 [Source:MGI Symbol;Acc:MGI:4938023]","10",41553762,41556552,1,"antisense"
"243","Gm17201",140.40279991689,-0.559161194990863,0.234047667802798,-2.38909107807046,0.0168901146424158,0.0981027325159418,"ENSMUSG00000090761","predicted gene 17201 [Source:MGI Symbol;Acc:MGI:4938028]","10",128391842,128395563,-1,"antisense"
"244","5330438I03Rik",10.8802695793014,-2.55602445188422,1.07291766639867,-2.38231183242952,0.0172043219636916,0.0986842320291354,"ENSMUSG00000091393","RIKEN cDNA 5330438I03 gene [Source:MGI Symbol;Acc:MGI:2685831]","1",166306741,166309585,-1,"antisense"
"245","Gm2895",162.618542124712,-2.04772070137533,0.602378346998147,-3.39939294229252,0.000675356132538814,0.00991402937312631,"ENSMUSG00000091412","predicted gene 2895 [Source:MGI Symbol;Acc:MGI:3781073]","15",66969323,67013039,1,"bidirectional_promoter_lncRNA"
"246","Gm17509",615.754491197554,-5.72991626355648,0.454385010266446,-12.610266919229,1.85364163594906e-36,4.28376582067829e-33,"ENSMUSG00000091423","predicted gene, 17509 [Source:MGI Symbol;Acc:MGI:4937143]","13",117218701,117221075,-1,"antisense"
"247","Gm17035",1196.65873817271,-2.88282273046182,0.627190684322514,-4.59640553107995,4.29841723754691e-06,0.000171269693723636,"ENSMUSG00000091479","predicted gene 17035 [Source:MGI Symbol;Acc:MGI:4937862]","15",66929607,66931107,1,"antisense"
"248","Gm17092",464.64509529918,-1.10593166426465,0.28181798807009,-3.92427634530411,8.69908334469422e-05,0.00205960890550067,"ENSMUSG00000091623","predicted gene 17092 [Source:MGI Symbol;Acc:MGI:4937919]","5",99977686,99980171,1,"antisense"
"249","Gm17189",58.946810199158,3.34157473242971,0.697716720933261,4.78930005856825,1.67364062743671e-06,8.88634530664519e-05,"ENSMUSG00000091709","predicted gene 17189 [Source:MGI Symbol;Acc:MGI:4938016]","15",74784065,74800640,1,"antisense"
"250","1700099I09Rik",152.735297015939,-0.960178100292111,0.324412414108312,-2.95974524566602,0.00307893530826985,0.030150082616151,"ENSMUSG00000091906","RIKEN cDNA 1700099I09 gene [Source:MGI Symbol;Acc:MGI:1923874]","13",102760255,102761896,1,"antisense"
"251","Gm17231",87.0708827999515,-1.46059563599729,0.288436772184731,-5.0638329673924,4.10909710741711e-07,2.56651984195701e-05,"ENSMUSG00000091908","predicted gene 17231 [Source:MGI Symbol;Acc:MGI:4938058]","9",57777865,57834295,1,"antisense"
"252","4930515G01Rik",50.316474390376,-1.36738122131712,0.511339033386531,-2.67411860240971,0.00749259480826097,0.0551445433181245,"ENSMUSG00000092183","RIKEN cDNA 4930515G01 gene [Source:MGI Symbol;Acc:MGI:1914892]","5",114773737,114774983,-1,"antisense"
"253","Gm20412",1152.02450077172,3.06605946237262,0.393285143264095,7.79602157591224,6.38894678497152e-15,1.84560700250865e-12,"ENSMUSG00000092283","predicted gene 20412 [Source:MGI Symbol;Acc:MGI:5141877]","2",158117154,158117905,1,"processed_transcript"
"254","A930015D03Rik",24.3435626327947,1.36043013383839,0.470145311287008,2.89363756519077,0.00380807438889593,0.0350615932778426,"ENSMUSG00000092368","RIKEN cDNA A930015D03 gene [Source:MGI Symbol;Acc:MGI:1925060]","17",35994453,36038435,1,"antisense"
"255","Gm20512",603.985606233814,-0.558863567475928,0.144171715100217,-3.87637455160641,0.000106024434065003,0.00242596502103189,"ENSMUSG00000092381","predicted gene 20512 [Source:MGI Symbol;Acc:MGI:5141977]","7",19715016,19721731,1,"antisense"
"256","Gm20536",915.397732086935,0.600637056196097,0.167511010006259,3.58565718261537,0.000336230413042229,0.00593151514916482,"ENSMUSG00000092386","predicted gene 20536 [Source:MGI Symbol;Acc:MGI:5142001]","6",72609836,72616190,1,"processed_transcript"
"257","4930556N13Rik",16.1975631075704,-1.63997481286617,0.639355335054885,-2.56504438603829,0.0103162607227612,0.0691039957400036,"ENSMUSG00000092399","RIKEN cDNA 4930556N13 gene [Source:MGI Symbol;Acc:MGI:1922535]","11",88851604,88881395,1,"antisense"
"258","Gm20513",17.1789962970537,-4.74371934202135,1.34142689242234,-3.53632342457006,0.000405737633844731,0.00679463530300851,"ENSMUSG00000092415","predicted gene 20513 [Source:MGI Symbol;Acc:MGI:5141978]","17",34293073,34308070,-1,"antisense"
"259","Gm20421",4.86897378737117,-5.77115069170986,1.34291630740824,-4.29747606747577,1.72753905921229e-05,0.000539505779167514,"ENSMUSG00000092483","predicted gene 20421 [Source:MGI Symbol;Acc:MGI:5141886]","4",154960770,154961678,-1,"processed_transcript"
"260","Gm20496",1511.35349947661,1.09618421156728,0.194781767826637,5.62775573811879,1.82569368564922e-08,1.75799087813973e-06,"ENSMUSG00000092550","predicted gene 20496 [Source:MGI Symbol;Acc:MGI:5141961]","17",34199316,34205449,-1,"antisense"
"261","Zfhx2os",231.178390913303,-0.722302845016784,0.297090872689023,-2.43125222420699,0.0150467359088307,0.089161555603353,"ENSMUSG00000093452","zinc finger homeobox 2, opposite strand [Source:MGI Symbol;Acc:MGI:3620246]","14",55053869,55075873,1,"antisense"
"262","Gm20659",73.3662449599039,1.07695507048332,0.396372108140851,2.71703040744891,0.00658705556554837,0.050406243086034,"ENSMUSG00000093467","predicted gene 20659 [Source:MGI Symbol;Acc:MGI:5313106]","11",101971143,101971859,1,"antisense"
"263","Gm20703",13.7240245658591,-1.93291863354922,0.757210244596727,-2.55268420804138,0.0106896366830056,0.0711923641914294,"ENSMUSG00000093622","predicted gene 20703 [Source:MGI Symbol;Acc:MGI:5313150]","17",70834664,70836044,1,"lincRNA"
"264","Gm20631",5.09000669472151,3.84472984668243,1.35579103233893,2.83578350569979,0.00457134221435185,0.0398655541787439,"ENSMUSG00000093650","predicted gene 20631 [Source:MGI Symbol;Acc:MGI:5313078]","1",150625266,150783499,1,"antisense"
"265","Gm20628",1315.00040106995,-2.1794488715919,0.4120874046427,-5.28880244102968,1.23119780859222e-07,9.15427716409958e-06,"ENSMUSG00000093656","predicted gene 20628 [Source:MGI Symbol;Acc:MGI:5313075]","3",96267075,96270289,-1,"antisense"
"266","Gm3896",4.11275607977937,5.50710466025871,1.37319489616,4.0104319318829,6.06077716387796e-05,0.00162865767740953,"ENSMUSG00000093721","predicted gene 3896 [Source:MGI Symbol;Acc:MGI:3782069]","9",37015758,37020671,1,"antisense"
"267","Gm9821",123.401620715633,-0.913869144477445,0.336201849716597,-2.7182156946721,0.00656350353819474,0.0503928793248108,"ENSMUSG00000095332","predicted gene 9821 [Source:MGI Symbol;Acc:MGI:3704208]","2",91945703,91948688,1,"antisense"
"268","Gm21844",131.177031656051,-0.559602888625147,0.219552540805031,-2.5488335802139,0.0108083864009007,0.0715468215861047,"ENSMUSG00000095913","predicted gene, 21844 [Source:MGI Symbol;Acc:MGI:5434008]","19",4801512,4805784,1,"antisense"
"269","1500002C15Rik",194.218356421365,0.561745443283084,0.206612503876394,2.71883565971956,0.00655121482859286,0.0503928793248108,"ENSMUSG00000096221","RIKEN cDNA 1500002C15 gene [Source:MGI Symbol;Acc:MGI:1916196]","4",155732545,155734727,-1,"antisense"
"270","9530052E02Rik",306.495575125413,-1.5484138812556,0.396675813867332,-3.90347439174467,9.48215872174865e-05,0.00221346149555163,"ENSMUSG00000096938","RIKEN cDNA 9530052E02 gene [Source:MGI Symbol;Acc:MGI:3588277]","8",11007850,11054541,1,"processed_transcript"
"271","Gm9530",4.24844619356797,-5.0201760977903,1.53321417585335,-3.27428233892775,0.0010593071219794,0.0137531390949123,"ENSMUSG00000096950","predicted gene 9530 [Source:MGI Symbol;Acc:MGI:3779939]","1",155063447,155083266,-1,"lincRNA"
"272","A230028O05Rik",2.45888407435386,3.68116812896445,1.33921892163584,2.74874262116006,0.00598243415239025,0.047572051922985,"ENSMUSG00000096960","RIKEN cDNA A230028O05 gene [Source:MGI Symbol;Acc:MGI:2442126]","16",25059639,25069058,1,"lincRNA"
"273","Gm26788",1413.55884531708,0.827525085716904,0.240679386800946,3.43828815884971,0.000585404379493062,0.00920319402046575,"ENSMUSG00000096992","predicted gene, 26788 [Source:MGI Symbol;Acc:MGI:5477282]","1",34165856,34178446,-1,"processed_transcript"
"274","Gm17435",33.3818814857232,-1.20493174746538,0.428393118565268,-2.81267764407798,0.00491308770128786,0.0415902772076053,"ENSMUSG00000097000","predicted gene, 17435 [Source:MGI Symbol;Acc:MGI:4937069]","8",72492934,72505499,1,"antisense"
"275","Gm2670",21.6296247300251,2.78002209723235,0.964991725394546,2.88087661694271,0.00396570849081456,0.035963941617527,"ENSMUSG00000097002","predicted gene 2670 [Source:MGI Symbol;Acc:MGI:3780839]","14",28508074,28511392,-1,"antisense"
"276","4731419I09Rik",394.61165731303,0.726258642894335,0.24400180287129,2.9764478554998,0.00291608667805197,0.0287994714229833,"ENSMUSG00000097004","RIKEN cDNA 4731419I09 gene [Source:MGI Symbol;Acc:MGI:3704222]","3",89337850,89347831,1,"antisense"
"277","BC001981",286.891377991737,-0.898655473586562,0.307062385443179,-2.92662180777872,0.00342665290771675,0.0331667629794508,"ENSMUSG00000097022","cDNA sequence BC001981 [Source:MGI Symbol;Acc:MGI:3704411]","13",100106795,100108339,-1,"antisense"
"278","4930539J05Rik",179.234951695024,-0.793447565953465,0.319681180466838,-2.48199648410575,0.013064856443064,0.0816023871349212,"ENSMUSG00000097032","RIKEN cDNA 4930539J05 gene [Source:MGI Symbol;Acc:MGI:1922477]","3",135436209,135438665,-1,"antisense"
"279","9330151L19Rik",21.6016346147887,1.76393804478895,0.640565352854432,2.75372065774186,0.00589220356327889,0.047572051922985,"ENSMUSG00000097061","RIKEN cDNA 9330151L19 gene [Source:MGI Symbol;Acc:MGI:3041168]","12",69197211,69199867,1,"bidirectional_promoter_lncRNA"
"280","4833428L15Rik",6.24060221679189,4.10920871333068,1.3280477794657,3.09417234595573,0.00197362800442754,0.0214134005550801,"ENSMUSG00000097074","RIKEN cDNA 4833428L15 gene [Source:MGI Symbol;Acc:MGI:1921852]","9",45416626,45431730,-1,"antisense"
"281","Gm10425",35.6341670507392,2.9321772241085,0.614532161252135,4.77139751015482,1.82952068012036e-06,8.99579211012374e-05,"ENSMUSG00000097081","predicted gene 10425 [Source:MGI Symbol;Acc:MGI:3642471]","12",111426874,111430946,-1,"antisense"
"282","Gm26634",11.6397549013737,-3.56152613753674,0.816921052575197,-4.35969439924417,1.30244205416217e-05,0.000423935716502646,"ENSMUSG00000097085","predicted gene, 26634 [Source:MGI Symbol;Acc:MGI:5477128]","15",78862956,78868533,-1,"lincRNA"
"283","Gm26725",96.3143392539412,-1.321771013756,0.433370435332133,-3.0499796617252,0.00228856863482887,0.0236110808709353,"ENSMUSG00000097092","predicted gene, 26725 [Source:MGI Symbol;Acc:MGI:5477219]","5",66151212,66174945,1,"antisense"
"284","Gm9917",490.052218709193,-0.627971983961893,0.171871877710076,-3.65372155310478,0.000258466561256201,0.00481706631502485,"ENSMUSG00000097099","predicted gene 9917 [Source:MGI Symbol;Acc:MGI:3704343]","9",107558809,107568415,-1,"antisense"
"285","9230104M06Rik",215.544102779717,-0.57573581921109,0.214007959122393,-2.69025423901091,0.00713976020477257,0.0530546168271042,"ENSMUSG00000097100","RIKEN cDNA 9230104M06 gene [Source:MGI Symbol;Acc:MGI:3642845]","12",112999964,113001926,1,"antisense"
"286","Gm26887",7.51369826072434,-3.0080200418791,1.08828158704075,-2.76400894556941,0.00570959739796261,0.0464608436151112,"ENSMUSG00000097120","predicted gene, 26887 [Source:MGI Symbol;Acc:MGI:5477381]","8",84192774,84197667,-1,"lincRNA"
"287","Gm26885",1155.4382469123,-1.46638901880104,0.576190371640965,-2.54497313904227,0.0109286144612267,0.0715468215861047,"ENSMUSG00000097125","predicted gene, 26885 [Source:MGI Symbol;Acc:MGI:5477379]","17",29446919,29491925,-1,"antisense"
"288","Gm26626",273.577494494933,1.62668616503984,0.360737728691815,4.50933194855685,6.50320854614522e-06,0.000246375654920354,"ENSMUSG00000097139","predicted gene, 26626 [Source:MGI Symbol;Acc:MGI:5477120]","16",92612814,92620105,1,"antisense"
"289","G630030J09Rik",388.452533002921,-0.983356207385708,0.256291799648406,-3.83686176746477,0.000124616569238611,0.00279600865544108,"ENSMUSG00000097149","RIKEN cDNA G630030J09 gene [Source:MGI Symbol;Acc:MGI:3045288]","7",31149528,31152707,1,"antisense"
"290","Gm17690",64.6935871613375,1.50882103643802,0.439512256265652,3.43294416692227,0.000597065036167751,0.00929636241080031,"ENSMUSG00000097204","predicted gene, 17690 [Source:MGI Symbol;Acc:MGI:4937324]","3",96167464,96172416,-1,"antisense"
"291","Gm26550",91.2538315299792,-1.95799340178936,0.598978604491207,-3.26888704723025,0.00107971394197688,0.0138418184577173,"ENSMUSG00000097215","predicted gene, 26550 [Source:MGI Symbol;Acc:MGI:5477044]","7",24631145,24637916,-1,"antisense"
"292","4932441J04Rik",34.6460110281529,3.51066346298798,0.958142594959267,3.66403026173492,0.000248277432348742,0.00474189376990035,"ENSMUSG00000097216","RIKEN cDNA 4932441J04 gene [Source:MGI Symbol;Acc:MGI:2441691]","5",57570082,57720201,-1,"processed_transcript"
"293","Gm26716",271.111399218399,-2.75924364803206,0.62769881722771,-4.39580826393543,1.10361319414281e-05,0.000375066189950592,"ENSMUSG00000097224","predicted gene, 26716 [Source:MGI Symbol;Acc:MGI:5477210]","4",130824394,130826313,-1,"antisense"
"294","Gm26597",2.30906270455665,-3.86666618904781,1.33274283003935,-2.90128455535091,0.00371636233917335,0.0347713091733993,"ENSMUSG00000097228","predicted gene, 26597 [Source:MGI Symbol;Acc:MGI:5477091]","5",147399554,147401917,1,"antisense"
"295","Gm26648",989.63875096645,0.520090415212821,0.126195136462526,4.12131901269638,3.76709355433573e-05,0.00110199407646454,"ENSMUSG00000097275","predicted gene, 26648 [Source:MGI Symbol;Acc:MGI:5477142]","5",24696902,24704690,-1,"antisense"
"296","1700028E10Rik",10.3777057972574,-2.61174744272084,0.967873000132286,-2.69844023168729,0.00696652462958479,0.0527034776077973,"ENSMUSG00000097321","RIKEN cDNA 1700028E10 gene [Source:MGI Symbol;Acc:MGI:1916713]","5",151368675,151432118,1,"processed_transcript"
"297","Gm26672",189.742238781379,0.720047479462104,0.287272005796234,2.50650068553092,0.0121932821245598,0.0782740971940492,"ENSMUSG00000097330","predicted gene, 26672 [Source:MGI Symbol;Acc:MGI:5477166]","18",37746559,37768242,-1,"processed_transcript"
"298","Gm16793",47.0843201826534,-2.78138867173503,0.86922029409574,-3.19986623716435,0.00137491381714913,0.0169012012310194,"ENSMUSG00000097357","predicted gene, 16793 [Source:MGI Symbol;Acc:MGI:4439717]","8",35582503,35588972,-1,"bidirectional_promoter_lncRNA"
"299","Gm26555",7.43879400414385,-3.35768590438137,0.947368377566714,-3.54422417286661,0.000393770283765613,0.00666176748802379,"ENSMUSG00000097399","predicted gene, 26555 [Source:MGI Symbol;Acc:MGI:5477049]","13",58281183,58299145,1,"antisense"
"300","Gm10814",180.682666430504,0.824737223393446,0.258564700596916,3.18967446635012,0.00142433136512842,0.017143905129228,"ENSMUSG00000097404","predicted gene 10814 [Source:MGI Symbol;Acc:MGI:3642580]","19",6012620,6018462,1,"antisense"
"301","D630044L22Rik",190.609858895146,0.529204992348721,0.212056248353454,2.49558782850221,0.0125748620963009,0.0794002904495936,"ENSMUSG00000097405","RIKEN cDNA gene D630044L22 gene [Source:MGI Symbol;Acc:MGI:3709661]","17",25951472,25963610,1,"antisense"
"302","Gm26631",277.161578082664,-0.675589776517867,0.221188302148806,-3.05436485544049,0.00225537604533752,0.0233729777613229,"ENSMUSG00000097445","predicted gene, 26631 [Source:MGI Symbol;Acc:MGI:5477125]","9",57531287,57537629,-1,"bidirectional_promoter_lncRNA"
"303","Gm16958",11.4433356142132,2.98648443759627,1.08959653122734,2.74090854000081,0.00612695597191304,0.0481612083370443,"ENSMUSG00000097456","predicted gene, 16958 [Source:MGI Symbol;Acc:MGI:4439882]","3",127161304,127168288,1,"antisense"
"304","5830432E09Rik",303.320806153231,-3.06467199547559,0.805521813257941,-3.80457977057194,0.000142045131651438,0.00306790933875209,"ENSMUSG00000097471","RIKEN cDNA 5830432E09 gene [Source:MGI Symbol;Acc:MGI:1915015]","7",135635931,135652314,-1,"antisense"
"305","Gm26586",1964.05183200479,-0.87115373844115,0.187620424755493,-4.64317112370061,3.43101945843713e-06,0.000144165199426331,"ENSMUSG00000097472","predicted gene, 26586 [Source:MGI Symbol;Acc:MGI:5477080]","8",72137389,72140820,-1,"antisense"
"306","Gm2366",772.434449980289,0.843458579084743,0.291330271200623,2.89519717813292,0.00378920433171102,0.0350615932778426,"ENSMUSG00000097491","predicted gene 2366 [Source:MGI Symbol;Acc:MGI:3780534]","8",45017216,45022385,-1,"antisense"
"307","Gm26590",577.984211979177,0.374824068042207,0.11917190801862,3.14523845656347,0.00165951505067226,0.0192720566939879,"ENSMUSG00000097533","predicted gene, 26590 [Source:MGI Symbol;Acc:MGI:5477084]","14",52197502,52213852,1,"antisense"
"308","A930012L18Rik",81.4534784872305,1.54368306007319,0.484816314072756,3.18405758070577,0.00145226120903135,0.0172998745055229,"ENSMUSG00000097610","RIKEN cDNA A930012L18 gene [Source:MGI Symbol;Acc:MGI:2442887]","18",44661665,44676271,1,"antisense"
"309","A130051J06Rik",730.936547044853,-0.902750146584403,0.226566688767935,-3.98447870467429,6.76284211736283e-05,0.00169879653622016,"ENSMUSG00000097643","RIKEN cDNA A130051J0 gene [Source:MGI Symbol;Acc:MGI:3642574]","15",95787856,95791642,-1,"antisense"
"310","Mhrt",5.21663418020712,4.65990255443088,1.36173625645816,3.42203017091664,0.000621554160735847,0.00949746118081411,"ENSMUSG00000097652","myosin heavy chain associated RNA transcript [Source:MGI Symbol;Acc:MGI:3642848]","14",54968678,54974349,1,"antisense"
"311","Gm26642",824.169476924221,0.857272891522955,0.218507388301837,3.92331306591222,8.73395381822005e-05,0.00205960890550067,"ENSMUSG00000097680","predicted gene, 26642 [Source:MGI Symbol;Acc:MGI:5477136]","1",135248561,135266443,1,"antisense"
"312","Gm10532",220.887428889537,-0.749740235818185,0.260266057482046,-2.88066850926154,0.00396832761249216,0.035963941617527,"ENSMUSG00000097712","predicted gene 10532 [Source:MGI Symbol;Acc:MGI:3641671]","18",75514645,75522806,1,"antisense"
"313","4732463B04Rik",20.2765614094493,-2.10188317180572,0.774020810881931,-2.71553831919687,0.00661681186324815,0.050466838996589,"ENSMUSG00000097762","RIKEN cDNA 4732463B04 gene [Source:MGI Symbol;Acc:MGI:3642483]","12",84039469,84053807,-1,"antisense"
"314","2310043M15Rik",77.7395698322498,0.782156634001206,0.3122907201162,2.50457853409853,0.0122597384829255,0.0784827025873707,"ENSMUSG00000097768","RIKEN cDNA 2310043M15 gene [Source:MGI Symbol;Acc:MGI:1919180]","16",93792136,93794901,-1,"antisense"
"315","A230020J21Rik",142.544725391044,-1.03376158374802,0.413635633869559,-2.49920823812298,0.0124471146176353,0.0792424957199013,"ENSMUSG00000097845","RIKEN cDNA A230020J21 gene [Source:MGI Symbol;Acc:MGI:3704207]","1",191025350,191029781,1,"antisense"
